tax_id	GeneID	LocusTag	Ensembl	description	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations		Metabolic?
9606	NUP188	KIAA0169|hNup188	ENSG00000095319	nucleoporin 188kDa	NUP188	nucleoporin 188kDa	O	-	20150705	
9606	TMEM38B	C9orf87|D4Ertd89e|OI14|TRIC-B|TRICB|bA219P18.1	ENSG00000095209	transmembrane protein 38B	TMEM38B	transmembrane protein 38B	O	-	20150705	
9606	ARCN1	COPD	ENSG00000095139	archain 1	ARCN1	archain 1	O	"archain vesicle transport protein 1|coatomer delta subunit|coatomer protein complex, subunit delta|coatomer protein delta-COP|delta-COP|delta-coat protein"	20150705	
9606	MSH2	COCA1|FCC1|HNPCC|HNPCC1|LCFS2	ENSG00000095002	mutS homolog 2	MSH2	mutS homolog 2	O	"hMSH2|mutS homolog 2, colon cancer, nonpolyposis type 1"	20150705	
9606	CDC23	ANAPC8|APC8|CUT23	ENSG00000094880	cell division cycle 23	CDC23	cell division cycle 23	O	anaphase promoting complex subunit 8|anaphase-promoting complex subunit 8|cell division cycle 23 homolog|cyclosome subunit 8	20150705	
9606	KRT31	HA1|Ha-1|KRTHA1|hHa1	ENSG00000094796	"keratin 31, type I"	KRT31	"keratin 31, type I"	O	"K31|hair keratin, type I Ha1|hard keratin, type I, 1|keratin, hair, acidic,1|keratin-31"	20150705	
9606	SEC22C	SEC22L3	ENSG00000093183	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	SEC22C	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	O	SEC22 vesicle trafficking protein-like 3|secretion deficient 22C	20150705	
9606	CDC45	CDC45L|CDC45L2|PORC-PI-1	ENSG00000093009	cell division cycle 45	CDC45	cell division cycle 45	O	CDC45 cell division cycle 45 homolog|CDC45-related protein|cell division cycle 45 homolog|cell division cycle 45-like 2|human CDC45	20150705	
9606	NUP50	NPAP60|NPAP60L	ENSG00000093000	nucleoporin 50kDa	NUP50	nucleoporin 50kDa	O	50 kDa nucleoporin|nuclear pore-associated protein 60L|nucleoporin 50kD|nucleoporin Nup50	20150705	
9606	TGFB2	LDS4|TGF-beta2	ENSG00000092969	"transforming growth factor, beta 2"	TGFB2	"transforming growth factor, beta 2"	O	BSC-1 cell growth inhibitor|G-TSF|cetermin|glioblastoma-derived T-cell suppressor factor|polyergin|prepro-transforming growth factor beta-2	20150705	
9606	UNC13D	FHL3|HLH3|HPLH3|Munc13-4	ENSG00000092929	unc-13 homolog D (C. elegans)	UNC13D	unc-13 homolog D (C. elegans)	O	-	20150705	
9606	CLSPN	-	ENSG00000092853	claspin	CLSPN	claspin	O	claspin homolog|hClaspin	20150705	
9606	TEKT2	TEKTB1|TEKTIN-T|h-tektin-t	ENSG00000092850	tektin 2 (testicular)	TEKT2	tektin 2 (testicular)	O	tektin-B1|testicular tektin B1-like protein	20150704	
9606	EZR	CVIL|CVL|HEL-S-105|VIL2	ENSG00000092820	ezrin	EZR	ezrin	O	cytovillin 2|epididymis secretory protein Li 105|p81|villin 2 (ezrin)|villin-2	20150705	
9606	COL9A3	DJ885L7.4.1|EDM3|IDD|MED	ENSG00000092758	"collagen, type IX, alpha 3"	COL9A3	"collagen, type IX, alpha 3"	O	"collagen IX, alpha-3 polypeptide|collagen type IX proteoglycan"	20150705	
9606	SNAP23	HsT17016|SNAP-23|SNAP23A|SNAP23B	ENSG00000092531	"synaptosomal-associated protein, 23kDa"	SNAP23	"synaptosomal-associated protein, 23kDa"	O	"synaptosomal-associated protein, 23kD|vesicle-membrane fusion protein SNAP-23"	20150705	
9606	CAPN3	CANP3|CANPL3|LGMD2|LGMD2A|nCL-1|p94	ENSG00000092529	calpain 3	CAPN3	calpain 3	O	"calpain 3, (p94)|calpain p94, large [catalytic] subunit|calpain, large polypeptide L3|muscle-specific calcium-activated neutral protease 3 large subunit|new calpain 1"	20150705	
9606	SEMA6A	HT018|SEMA|SEMA6A1|SEMAQ|VIA	ENSG00000092421	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"	SEMA6A	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"	O	SEMA6A-1|sema VIa|semaphorin 6A-1|semaphorin VIA|semaphorin-6A-1	20150705	
9606	TBL1Y	TBL1	ENSG00000092377	"transducin (beta)-like 1, Y-linked"	TBL1Y	"transducin (beta)-like 1, Y-linked"	O	"transducin beta-like 1|transducin beta-like protein 1Y|transducin-beta-like protein 1, Y-linked"	20150705	
9606	DAZL	DAZH|DAZL1|DAZLA|SPGYLA	ENSG00000092345	deleted in azoospermia-like	DAZL	deleted in azoospermia-like	O	DAZ homolog|DAZ-like autosomal|SPGY-like-autosomal|deleted in azoospermia-like 1|germline specific RNA binding protein|spermatogenesis gene on the Y-like autosomal	20150705	
9606	TINF2	DKCA3|TIN2	ENSG00000092330	TERF1 (TRF1)-interacting nuclear factor 2	TINF2	TERF1 (TRF1)-interacting nuclear factor 2	O	TRF1-interacting nuclear protein 2	20150705	
9606	SUPT16H	CDC68|FACTP140|SPT16|SPT16/CDC68	ENSG00000092201	suppressor of Ty 16 homolog (S. cerevisiae)	SUPT16H	suppressor of Ty 16 homolog (S. cerevisiae)	O	FACT 140 kDa subunit|chromatin-specific transcription elongation factor 140 kDa subunit|facilitates chromatin remodeling 140 kDa subunit|facilitates chromatin transcription complex subunit SPT16|hSPT16	20150705	
9606	RNF31	HOIP|ZIBRA	ENSG00000092098	ring finger protein 31	RNF31	ring finger protein 31	O	HOIL-1-interacting protein|zinc in-between-RING-finger ubiquitin-associated domain protein	20150705	
9606	SLC22A17	24p3R|BOCT|BOIT|NGALR|NGALR2|NGALR3|hBOIT	ENSG00000092096	"solute carrier family 22, member 17"	SLC22A17	"solute carrier family 22, member 17"	O	"24p3 receptor|NGAL receptor|brain-type organic cation transporter|lipocalin-2 receptor|neutrophil gelatinase-associated lipocalin receptor|potent brain type organic ion transporter|solute carrier family 22 (organic cation transporter), member 17"	20150704	
9606	SLC7A8	LAT2|LPI-PC1	ENSG00000092068	"solute carrier family 7 (amino acid transporter light chain, L system), member 8"	SLC7A8	"solute carrier family 7 (amino acid transporter light chain, L system), member 8"	O	"L-type amino acid transporter 2|integral membrane protein E16H|solute carrier family 7 (amino acid transporter, L-type), member 8|solute carrier family 7 (cationic amino acid transporter, y+ system), member 8"	20150705	
9606	JPH4	JP4|JPHL1	ENSG00000092051	junctophilin 4	JPH4	junctophilin 4	O	JP-4|junctophilin like 1|junctophilin-like 1 protein	20150704	
9606	HAUS4	C14orf94	ENSG00000092036	"HAUS augmin-like complex, subunit 4"	HAUS4	"HAUS augmin-like complex, subunit 4"	O	homologous to Augmin subunits	20150705	
9606	PSME1	IFI5111|PA28A|PA28alpha|REGalpha	ENSG00000092010	"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"	PSME1	"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"	O	11S regulator complex subunit alpha|29-kD MCP activator subunit|IGUP I-5111|activator of multicatalytic protease subunit 1|interferon gamma up-regulated I-5111 protein|interferon-gamma IEF SSP 5111|interferon-gamma-inducible protein 5111	20150705	
9606	CD200	MOX1|MOX2|MRC|OX-2	ENSG00000091972	CD200 molecule	CD200	CD200 molecule	O	CD200 antigen|MRC OX-2 antigen|antigen identified by monoclonal antibody MRC OX-2	20150705	
9606	TMEM101	-	ENSG00000091947	transmembrane protein 101	TMEM101	transmembrane protein 101	O	putative NF-kappa-B-activating protein 130	20150705	
9606	ANGPT2	AGPT2|ANG2	ENSG00000091879	angiopoietin 2	ANGPT2	angiopoietin 2	O	ANG-2|Tie2-ligand|angiopoietin-2B|angiopoietin-2a	20150705	
9606	RGS17	RGS-17|RGSZ2|hRGS17	ENSG00000091844	regulator of G-protein signaling 17	RGS17	regulator of G-protein signaling 17	O	-	20150705	
9606	ZC3HC1	HSPC216|NIPA	ENSG00000091732	"zinc finger, C3HC-type containing 1"	ZC3HC1	"zinc finger, C3HC-type containing 1"	O	hematopoietic stem/progenitor cell protein 216|nuclear interacting partner of anaplastic lymphoma kinase (ALK)	20150705	
9606	SLC17A6	DNPI|VGLUT2	ENSG00000091664	"solute carrier family 17 (vesicular glutamate transporter), member 6"	SLC17A6	"solute carrier family 17 (vesicular glutamate transporter), member 6"	O	"differentiation-associated BNPI|differentiation-associated Na(+)-dependent inorganic phosphate cotransporter|differentiation-associated Na-dependent inorganic phosphate cotransporter|solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6|solute carrier family 17 member 6"	20150704	
9606	ORC6	ORC6L	ENSG00000091651	"origin recognition complex, subunit 6"	ORC6	"origin recognition complex, subunit 6"	O	-	20150705	
9606	SPAG7	ACRP|FSA-1	ENSG00000091640	sperm associated antigen 7	SPAG7	sperm associated antigen 7	O	-	20150705	
9606	PITPNM3	ACKR6|CORD5|NIR1|RDGBA3	ENSG00000091622	PITPNM family member 3	PITPNM3	PITPNM family member 3	O	"NIR-1|PITPnm 3|PYK2 N-terminal domain-interacting receptor 1|atypical chemokine receptor 6|cone rod dystrophy 5|phosphatidylinositol transfer protein, membrane-associated 3|retinal degeneration B alpha 3"	20150705	
9606	CDV3	H41	ENSG00000091527	CDV3 homolog (mouse)	CDV3	CDV3 homolog (mouse)	O	carnitine deficiency-associated gene expressed in ventricle 3	20150705	
9606	TF	PRO1557|PRO2086|TFQTL1	ENSG00000091513	transferrin	TF	transferrin	O	beta-1 metal-binding globulin|siderophilin	20150705	
9606	SEL1L3	Sel-1L3	ENSG00000091490	sel-1 suppressor of lin-12-like 3 (C. elegans)	SEL1L3	sel-1 suppressor of lin-12-like 3 (C. elegans)	O	suppressor of lin-12-like protein 3	20150705	
9606	SMPX	DFN6|DFNX4	ENSG00000091482	"small muscle protein, X-linked"	SMPX	"small muscle protein, X-linked"	O	"deafness, X-linked 6, sensorineural|stretch-responsive skeletal muscle protein"	20150704	
9606	RAPGEF4	2|CAMP-GEFII|CGEF2|EPAC|EPAC 2|EPAC2|Nbla00496	ENSG00000091428	Rap guanine nucleotide exchange factor (GEF) 4	RAPGEF4	Rap guanine nucleotide exchange factor (GEF) 4	O	RAP guanine-nucleotide-exchange factor (GEF) 4|cAMP-regulated guanine nucleotide exchange factor II|exchange factor directly activated by cAMP 2|exchange protein directly activated by cAMP 2|putative protein product of Nbla00496	20150705	
9606	ABCC6	ABC34|ARA|EST349056|GACI2|MLP1|MOAT-E|MOATE|MRP6|PXE|PXE1|URG7	ENSG00000091262	"ATP-binding cassette, sub-family C (CFTR/MRP), member 6"	ABCC6	"ATP-binding cassette, sub-family C (CFTR/MRP), member 6"	O	ATP-binding cassette sub-family C member 6|anthracycline resistance-associated protein|multi-specific organic anion transporter E	20150705	
9606	SLC26A3	CLD|DRA	ENSG00000091138	"solute carrier family 26 (anion exchanger), member 3"	SLC26A3	"solute carrier family 26 (anion exchanger), member 3"	O	"down-regulated in adenoma protein|solute carrier family 26, member 3"	20150705	
9606	SLC26A4	DFNB4|EVA|PDS|TDH2B	ENSG00000091137	"solute carrier family 26 (anion exchanger), member 4"	SLC26A4	"solute carrier family 26 (anion exchanger), member 4"	O	sodium-independent chloride/iodide transporter	20150630	
9606	LAMB1	CLM|LIS5	ENSG00000091136	"laminin, beta 1"	LAMB1	"laminin, beta 1"	O	laminin B1 chain	20150705	
9606	LAMB4	-	ENSG00000091128	"laminin, beta 4"	LAMB4	"laminin, beta 4"	O	laminin beta-1-related protein	20150705	
9606	OSBPL8	MST120|MSTP120|ORP8|OSBP10	ENSG00000091039	oxysterol binding protein-like 8	OSBPL8	oxysterol binding protein-like 8	O	ORP-8|OSBP-related protein 8	20150705	
9606	RBM27	ARRS1|Psc1|ZC3H18	ENSG00000091009	RNA binding motif protein 27	RBM27	RNA binding motif protein 27	O	RNA-binding motif protein 27|acidic rich RS domain containing 1	20150705	
9606	EXOC1	BM-102|SEC3|SEC3L1|SEC3P	ENSG00000090989	exocyst complex component 1	EXOC1	exocyst complex component 1	O	SEC3-like 1|exocyst complex component Sec3	20150705	
9606	PITPNM2	NIR-3|NIR3|RDGB2|RDGBA2	ENSG00000090975	"phosphatidylinositol transfer protein, membrane-associated 2"	PITPNM2	"phosphatidylinositol transfer protein, membrane-associated 2"	O	PYK2 N-terminal domain-interacting receptor 3|retinal degeneration B alpha 2	20150705	
9606	DLL3	SCDO1	ENSG00000090932	delta-like 3 (Drosophila)	DLL3	delta-like 3 (Drosophila)	O	delta3|drosophila Delta homolog 3	20150704	
9606	KIF4A	KIF4|KIF4G1|MRX100	ENSG00000090889	kinesin family member 4A	KIF4A	kinesin family member 4A	O	chromokinesin-A	20150705	
9606	EFNB1	CFND|CFNS|EFB1|EFL3|EPLG2|Elk-L|LERK2	ENSG00000090776	ephrin-B1	EFNB1	ephrin-B1	O	ELK ligand|eph-related receptor tyrosine kinase ligand 2	20150705	
9606	MCOLN1	MG-2|ML4|MLIV|MST080|MSTP080|TRP-ML1|TRPM-L1|TRPML1	ENSG00000090674	mucolipin 1	MCOLN1	mucolipin 1	O	mucolipidin|mucolipidosis type IV protein	20150705	
9606	CD209	CDSIGN|CLEC4L|DC-SIGN|DC-SIGN1	ENSG00000090659	CD209 molecule	CD209	CD209 molecule	O	"C-type lectin domain family 4 member L|C-type lectin domain family 4, member L|HIV gpl20-binding protein|dendritic cell-specific ICAM-3-grabbing non-integrin 1|dendritic cell-specific intracellular adhesion molecules (ICAM)-3 grabbing non-integrin"	20150705	
9606	PABPC4	APP-1|APP1|PABP4|iPABP	ENSG00000090621	"poly(A) binding protein, cytoplasmic 4 (inducible form)"	PABPC4	"poly(A) binding protein, cytoplasmic 4 (inducible form)"	O	PABP-4|activated-platelet protein 1|inducible poly(A)-binding protein|poly(A)-binding protein 4	20150705	
9606	GOLGA3	GCP170|MEA-2	ENSG00000090615	golgin A3	GOLGA3	golgin A3	O	"Golgi membrane associated protein|Golgi peripheral membrane protein|SY2/SY10 protein|golgi autoantigen, golgin subfamily a, 3|golgi complex-associated protein of 170 kDa|golgin-160|golgin-165|male enhanced antigen-2"	20150705	
9606	RAB11FIP3	CART1|Rab11-FIP3	ENSG00000090565	RAB11 family interacting protein 3 (class II)	RAB11FIP3	RAB11 family interacting protein 3 (class II)	O	EF hands-containing Rab-interacting protein|FIP3-Rab11|MU-MB-17.148|PAC196A12.1|arfophilin-1|cytoplasmic adaptor for RAR and TR|eferin|rab11-family interacting protein 3	20150705	
9606	CHRD	-	ENSG00000090539	chordin	CHRD	chordin	O	-	20150705	
9606	THPO	MGDF|MKCSF|ML|MPLLG|THCYT1|TPO	ENSG00000090534	thrombopoietin	THPO	thrombopoietin	O	MPL ligand|c-mpl ligand|megakaryocyte colony-stimulating factor|megakaryocyte growth and development factor|megakaryocyte stimulating factor|myeloproliferative leukemia virus oncogene ligand|prepro-thrombopoietin	20150705	
9606	DNAJB11	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	ENSG00000090520	"DnaJ (Hsp40) homolog, subfamily B, member 11"	DNAJB11	"DnaJ (Hsp40) homolog, subfamily B, member 11"	O	APOBEC1-binding protein 2|DnaJ protein 9|ER-associated DNAJ protein 3|ER-associated Hsp40 co-chaperone|ER-resident protein ERdj3|PWP1-interacting protein 4|endoplasmic reticulum DNA J domain-containing protein 3	20150705	
9606	FETUB	16G2|Gugu|IRL685	ENSG00000090512	fetuin B	FETUB	fetuin B	O	fetuin-like protein IRL685	20150705	
9606	PDCD7	ES18|HES18	ENSG00000090470	programmed cell death 7	PDCD7	programmed cell death 7	O	U11/U12 snRNP 59K|apoptosis-related protein ES18	20150705	
9606	LYZ	LZM	ENSG00000090382	lysozyme	LYZ	lysozyme	O	"1,4-beta-N-acetylmuramidase C|c-type lysozyme"	20150705	
9606	STRN4	ZIN|zinedin	ENSG00000090372	"striatin, calmodulin binding protein 4"	STRN4	"striatin, calmodulin binding protein 4"	O	-	20150705	
9606	ICAM1	BB2|CD54|P3.58	ENSG00000090339	intercellular adhesion molecule 1	ICAM1	intercellular adhesion molecule 1	O	"ICAM-1|cell surface glycoprotein P3.58|intercellular adhesion molecule 1 (CD54), human rhinovirus receptor|major group rhinovirus receptor"	20150705	
9606	MAEA	EMLP|EMP|GID9|HLC-10|PIG5	ENSG00000090316	macrophage erythroblast attacher	MAEA	macrophage erythroblast attacher	O	"GID complex subunit 9, FYV10 homolog|cell proliferation-inducing gene 5 protein|erythroblast macrophage protein|human lung cancer oncogene 10 protein|lung cancer-related protein 10"	20150705	
9606	NUDC	HNUDC|MNUDC|NPD011	ENSG00000090273	nudC nuclear distribution protein	NUDC	nudC nuclear distribution protein	O	nuclear distribution C homolog|nuclear distribution gene C homolog|nuclear distribution protein C homolog	20150705	
9606	YPEL3	-	ENSG00000090238	yippee-like 3 (Drosophila)	YPEL3	yippee-like 3 (Drosophila)	O	-	20150705	
9606	RGS1	1R20|BL34|HEL-S-87|IER1|IR20	ENSG00000090104	regulator of G-protein signaling 1	RGS1	regulator of G-protein signaling 1	O	"B-cell activation protein BL34|early response protein 1R20|epididymis secretory protein Li 87|immediate-early response 1, B-cell specific|regulator of G-protein signalling 1"	20150705	
9606	PCBP4	CBP|LIP4|MCG10	ENSG00000090097	poly(rC) binding protein 4	PCBP4	poly(rC) binding protein 4	O	LYST-interacting protein|RNA binding protein MCG10|alpha-CP4	20150705	
9606	SLC9A1	APNH|LIKNS|NHE-1|NHE1|PPP1R143	ENSG00000090020	"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1"	SLC9A1	"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1"	O	"Na(+)/H(+) exchanger 1|Na-Li countertransporter|protein phosphatase 1, regulatory subunit 143|solute carrier family 9 (sodium/hydrogen exchanger), isoform 1 (antiporter, Na+/H+, amiloride sensitive)|solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)"	20150705	
9606	RCOR1	COREST|RCOR	ENSG00000089902	REST corepressor 1	RCOR1	REST corepressor 1	O	-	20150705	
9606	NECAP1	EIEE21	ENSG00000089818	NECAP endocytosis associated 1	NECAP1	NECAP endocytosis associated 1	O	-	20150705	
9606	MLF2	NTN4	ENSG00000089693	myeloid leukemia factor 2	MLF2	myeloid leukemia factor 2	O	myelodysplasia-myeloid leukemia factor 2	20150705	
9606	LAG3	CD223	ENSG00000089692	lymphocyte-activation gene 3	LAG3	lymphocyte-activation gene 3	O	-	20150704	
9606	KCNH4	BEC2|ELK1|Kv12.3	ENSG00000089558	"potassium channel, voltage gated eag related subfamily H, member 4"	KCNH4	"potassium channel, voltage gated eag related subfamily H, member 4"	O	"ELK channel 1|brain-specific eag-like channel 2|ether-a-go-go K(+) channel family member|ether-a-go-go-like potassium channel 1|potassium voltage-gated channel, subfamily H (eag-related), member 4|voltage-gated potassium channel subunit Kv12.3"	20150704	
9606	CDIP1	C16orf5|CDIP|I1|LITAFL	ENSG00000089486	cell death-inducing p53 target 1	CDIP1	cell death-inducing p53 target 1	O	LITAF-like protein|cell death inducing protein|cell death involved p53-target|cell death-inducing protein|lipopolysaccharide-induced tumor necrosis factor-alpha-like protein|transmembrane protein I1	20150705	
9606	HEPH	CPL	ENSG00000089472	hephaestin	HEPH	hephaestin	O	-	20150705	
9606	ZNF302	HSD16|MST154|MSTP154|ZNF135L|ZNF140L|ZNF327	ENSG00000089335	zinc finger protein 302	ZNF302	zinc finger protein 302	O	zinc finger protein 327	20150705	
9606	PEBP1	HCNP|HCNPpp|HEL-210|HEL-S-34|PBP|PEBP|PEBP-1|RKIP	ENSG00000089220	phosphatidylethanolamine binding protein 1	PEBP1	phosphatidylethanolamine binding protein 1	O	Raf kinase inhibitory protein|epididymis luminal protein 210|epididymis secretory protein Li 34|hippocampal cholinergic neurostimulating peptide|neuropolypeptide h3|prostatic binding protein|prostatic-binding protein|raf kinase inhibitor protein	20150705	
9606	CHGB	SCG1	ENSG00000089199	chromogranin B	CHGB	chromogranin B	O	cgB|chromogranin-B|secretogranin 1|secretogranin B|secretogranin I|sgI	20150705	
9606	KIF16B	C20orf23|KISC20ORF|SNX23	ENSG00000089177	kinesin family member 16B	KIF16B	kinesin family member 16B	O	kinesin motor protein|sorting nexin 23	20150705	
9606	RPH3A	-	ENSG00000089169	rabphilin 3A	RPH3A	rabphilin 3A	O	exophilin-1|rabphilin 3A homolog	20150705	
9606	SIRT4	SIR2L4	ENSG00000089163	sirtuin 4	SIRT4	sirtuin 4	O	NAD-dependent ADP-ribosyltransferase sirtuin-4|NAD-dependent protein deacetylase sirtuin-4|SIR2-like protein 4|regulatory protein SIR2 homolog 4|sir2-like 4|sirtuin type 4	20150705	
9606	PXN	-	ENSG00000089159	paxillin	PXN	paxillin	O	-	20150705	
9606	TMEM230	C20orf30|HSPC274|dJ1116H23.2.1	ENSG00000089063	transmembrane protein 230	TMEM230	transmembrane protein 230	O	UPF0414 transmembrane protein C20orf30	20150705	
9606	SLC8B1	NCKX6|NCLX|SLC24A6	ENSG00000089060	"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1"	SLC8B1	"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1"	O	"Na(+)/K(+)/Ca(2+)-exchange protein 6|sodium/calcium exchanger protein, mitochondrial|solute carrier family 24 (sodium/lithium/calcium exchanger), member 6|solute carrier family 24 (sodium/potassium/calcium exchanger), member 6|solute carrier family 24 member 6|solute carrier family 8 member B1"	20150704	
9606	SLC23A2	NBTL1|SLC23A1|SVCT2|YSPL2	ENSG00000089057	"solute carrier family 23 (ascorbic acid transporter), member 2"	SLC23A2	"solute carrier family 23 (ascorbic acid transporter), member 2"	O	"Na(+)/L-ascorbic acid transporter 2|hSVCT2|nucleobase transporter-like 1 protein|sodium-dependent vitamin C transporter-2|solute carrier family 23 (nucleobase transporters), member 1|solute carrier family 23 (nucleobase transporters), member 2|yolk sac permease-like molecule 2"	20150705	
9606	RBBP9	BOG|RBBP10	ENSG00000089050	retinoblastoma binding protein 9	RBBP9	retinoblastoma binding protein 9	O	B5T overexpressed gene protein|B5T-overexpressed gene protein|RBBP-10|RBBP-9|retinoblastoma-binding protein 10|retinoblastoma-binding protein 9|retinoma-binding protein 9	20150705	
9606	SIRPG	CD172g|SIRP-B2|SIRPB2|SIRPgamma|bA77C3.1	ENSG00000089012	signal-regulatory protein gamma	SIRPG	signal-regulatory protein gamma	O	CD172 antigen-like family member B|CD172g antigen|SIRP beta 2|SIRP-beta-2|SIRP-gamma|signal-regulatory protein beta 2|signal-regulatory protein beta-2	20150704	
9606	SNX5	-	ENSG00000089006	sorting nexin 5	SNX5	sorting nexin 5	O	-	20150705	
9606	TESC	CHP3|TSC	ENSG00000088992	tescalcin	TESC	tescalcin	O	calcineurin-like EF hand protein 3	20150705	
9606	DYNLL1	DLC1|DLC8|DNCL1|DNCLC1|LC8|LC8a|PIN|hdlc1	ENSG00000088986	"dynein, light chain, LC8-type 1"	DYNLL1	"dynein, light chain, LC8-type 1"	O	"8 kDa dynein light chain|cytoplasmic dynein light polypeptide|dynein, cytoplasmic, light polypeptide 1|protein inhibitor of neuronal nitric oxide synthase"	20150705	
9606	LZTS3	PROSAPIP1	ENSG00000088899	"leucine zipper, putative tumor suppressor family member 3"	-	-	-	ProSAP/Shank-interacting protein 1|proSAP-interacting protein 1|proline rich synapse associated protein interacting protein 1	20150705	
9606	MAVS	CARDIF|IPS-1|IPS1|VISA	ENSG00000088888	mitochondrial antiviral signaling protein	MAVS	mitochondrial antiviral signaling protein	O	CARD adapter inducing interferon beta|CARD adaptor inducing IFN-beta|IFN-B promoter stimulator 1|interferon beta promoter stimulator protein 1|putative NF-kappa-B-activating protein 031N|virus-induced signaling adaptor|virus-induced-signaling adapter	20150705	
9606	EBF4	COE4|O/E-4	ENSG00000088881	early B-cell factor 4	EBF4	early B-cell factor 4	O	EBF-4|OE-4|RP5-860F19.3|olf-1/EBF-like 4	20150705	
9606	ZNF343	dJ734P14.5	ENSG00000088876	zinc finger protein 343	ZNF343	zinc finger protein 343	O	-	20150705	
9606	SLC4A11	BTR1|CDPD1|CHED2|NABC1|dJ794I6.2	ENSG00000088836	"solute carrier family 4, sodium borate transporter, member 11"	SLC4A11	"solute carrier family 4, sodium borate transporter, member 11"	O	"bicarbonate transporter related protein 1|sodium-coupled borate cotransporter 1|solute carrier family 4, sodium bicarbonate transporter-like, member 11"	20150704	
9606	NSFL1C	P47|UBX1|UBXD10|UBXN2C|dJ776F14.1	ENSG00000088833	NSFL1 (p97) cofactor (p47)	NSFL1C	NSFL1 (p97) cofactor (p47)	O	SHP1 homolog|UBX domain-containing protein 2C|p97 cofactor p47	20150705	
9606	SIGLEC1	CD169|SIGLEC-1|SN|dJ1009E24.1	ENSG00000088827	"sialic acid binding Ig-like lectin 1, sialoadhesin"	SIGLEC1	"sialic acid binding Ig-like lectin 1, sialoadhesin"	O	sialic acid-binding Ig-like lectin 1|sialic acid-binding immunoglobulin-like lectin 1	20150704	
9606	ATRN	DPPT-L|MGCA	ENSG00000088812	attractin	ATRN	attractin	O	attractin-2|mahogany homolog|mahogany protein	20150705	
9606	DEFB127	C20orf73|DEF-27|DEFB-27|DEFB27|bA530N10.2|hBD-27	ENSG00000088782	"defensin, beta 127"	DEFB127	"defensin, beta 127"	O	beta defensin 27|beta-defensin 27	20150705	
9606	KIF9	-	ENSG00000088727	kinesin family member 9	KIF9	kinesin family member 9	O	kinesin protein 9	20150705	
9606	TMEM40	-	ENSG00000088726	transmembrane protein 40	TMEM40	transmembrane protein 40	O	-	20150704	
9606	DOCK3	MOCA|PBP	ENSG00000088538	dedicator of cytokinesis 3	DOCK3	dedicator of cytokinesis 3	O	modifier of cell adhesion|presenilin-binding protein	20150705	
9606	DOCK9	ZIZ1|ZIZIMIN1	ENSG00000088387	dedicator of cytokinesis 9	DOCK9	dedicator of cytokinesis 9	O	cdc42 guanine nucleotide exchange factor zizimin-1	20150705	
9606	SLC15A1	HPECT1|HPEPT1|PEPT1	ENSG00000088386	"solute carrier family 15 (oligopeptide transporter), member 1"	SLC15A1	"solute carrier family 15 (oligopeptide transporter), member 1"	O	"Caco-2 oligopeptide transporter|intestinal H+/peptide cotransporter|macrophage oligopeptide transporter PEPT1|oligopeptide transporter, small intestine isoform|peptide transporter 1"	20150704	
9606	FER1L4	C20orf124	ENSG00000088340	"fer-1-like family member 4, pseudogene (functional)"	FER1L4	"fer-1-like family member 4, pseudogene (functional)"	O	"fer-1-like 4, pseudogene (functional)"	20150504	
9606	REM1	GD:REM|GES	ENSG00000088320	RAS (RAD and GEM)-like GTP-binding 1	REM1	RAS (RAD and GEM)-like GTP-binding 1	O	GTPase-regulating endothelial cell sprouting	20150705	
9606	RFX2	-	ENSG00000087903	"regulatory factor X, 2 (influences HLA class II expression)"	RFX2	"regulatory factor X, 2 (influences HLA class II expression)"	O	DNA binding protein RFX2|HLA class II regulatory factor RFX2|regulatory factor X 2|trans-acting regulatory factor 2	20150705	
9606	PIR	-	ENSG00000087842	pirin (iron-binding nuclear protein)	PIR	pirin (iron-binding nuclear protein)	O	"probable quercetin 2,3-dioxygenase PIR|probable quercetinase"	20150705	
9606	PTHLH	BDE2|HHM|PLP|PTHR|PTHRP	ENSG00000087494	parathyroid hormone-like hormone	PTHLH	parathyroid hormone-like hormone	O	PTH-rP|PTH-related protein|osteostatin|parathyroid hormone-like hormone preproprotein|parathyroid hormone-like related protein	20150705	
